"","x"
"247",0.0594271037930063
"248",0.0612277057366067
"249",0.0611463180088544
"250",0.063074000124957
"251",0.0621514979822839
"252",0.063805286891491
"253",0.062925250027799
"254",0.0611311184042087
"255",0.0599375703680281
"256",0.0616359210049878
"257",0.0594319164779261
"258",0.0570026343928118
"259",0.0544449706624086
"260",0.0551402471685578
"261",0.0546733813926109
"262",0.0514174959359774
"263",0.0510155331248197
"264",0.0484893791769112
"265",0.0477696934810888
"266",0.0469306634253316
"267",0.0472461260517197
"268",0.0443874336648342
"269",0.0446753532005801
"270",0.0453113671813265
"271",0.0457564158291767
"272",0.0459511894154891
"273",0.0453866155913638
"274",0.0450884932688604
"275",0.0440433024497458
"276",0.0454381433267796
"277",0.045830431916094
"278",0.0479893438483465
"279",0.0434690066625492
"280",0.0455460739681676
"281",0.0436523410548719
"282",0.0438562408287336
"283",0.0438971369316209
"284",0.0410115348123067
"285",0.0392391102052441
"286",0.039900666695736
"287",0.0399727396307855
"288",0.0402804338148713
"289",0.0434540505672245
"290",0.0434765279655734
"291",0.0446797077519146
"292",0.0438105594105324
"293",0.0417729191920498
"294",0.0418394064662657
"295",0.0425381448427276
"296",0.0433674064127922
"297",0.0425584848885939
"298",0.043653468727858
"299",0.0453940674130545
"300",0.0441727797136049
"301",0.0441896906856528
"302",0.045985165165516
"303",0.0488560465823567
"304",0.0502333885071166
"305",0.0514816309142641
"306",0.0511965529888655
"307",0.0491967582589827
"308",0.0449787378509445
"309",0.0463325950054752
"310",0.0454898034076586
"311",0.0434185683205618
"312",0.0401747102362999
"313",0.0391288903890078
"314",0.0361755444276725
"315",0.0346905745467272
"316",0.032861648711126
"317",0.0326630931879421
"318",0.0319478893983395
"319",0.0341022164700211
"320",0.0317727073426118
"321",0.0340040127614814
"322",0.0327722145377885
"323",0.0283464264576778
"324",0.027293560025287
"325",0.027565744494802
"326",0.0300325509550084
"327",0.0330422789779585
"328",0.0338087221833651
"329",0.0353868152365236
"330",0.0362780190311217
"331",0.0363147591964409
"332",0.0378917585051786
"333",0.0382939281960971
"334",0.0369468493725443
"335",0.0380500802782302
"336",0.037617861815911
"337",0.0386328045971072
"338",0.0355194501638178
"339",0.035708903736641
"340",0.0370647193961756
"341",0.0417846083137164
"342",0.0411599318646155
"343",0.0408207211951888
"344",0.0394693319618809
"345",0.0401630958767089
"346",0.0405845524622877
"347",0.0401814782103055
"348",0.0375498751285728
"349",0.037295264610786
"350",0.0395291043950863
"351",0.0352520047803811
"352",0.0392864627398126
"353",0.0409922050473863
"354",0.0385492007600643
"355",0.0372018041770124
"356",0.0385176928566778
"357",0.0385180475547096
"358",0.0407764463324035
"359",0.0413309686087651
"360",0.0396410974126545
"361",0.0423783451739526
"362",0.0403838125738038
"363",0.0376938263984539
"364",0.0367694202686761
"365",0.0395408845740287
"366",0.0363825329918746
"367",0.03826744802498
"368",0.0409978757841988
"369",0.039425093860445
"370",0.0388212350661327
"371",0.0371909187902734
"372",0.0393115478724497
"373",0.0375229215164719
"374",0.0351868040805598
"375",0.0387950271764651
"376",0.0399644290461957
"377",0.0380018243093627
"378",0.0399378063276752
"379",0.0360678903034325
"380",0.0367881449881405
"381",0.0347799624329528
"382",0.0395592231907387
"383",0.0386588400404706
"384",0.0373804864648882
"385",0.0365342463045542
"386",0.0362440339495274
"387",0.0359235241011655
"388",0.0342895773846071
"389",0.0337519902906495
"390",0.0343145596010866
"391",0.0352375640253725
"392",0.0340208893963399
"393",0.0318582542155533
"394",0.0297250959250781
"395",0.0310129843233908
"396",0.0283288014086821
"397",0.0262912601259942
"398",0.0246636274652799
"399",0.0249311206079551
"400",0.0232824351660905
"401",0.0187854921077651
"402",0.017133610165728
"403",0.0167072568578404
"404",0.016520663314432
"405",0.0161771012080364
"406",0.0178131499095507
"407",0.0163865111630691
"408",0.0157281621143461
"409",0.0159541084730533
"410",0.0169123876492717
"411",0.0148689797454263
"412",0.0139997678333478
"413",0.0146475696025776
"414",0.0166652642020722
"415",0.0196549266739781
"416",0.0185942582203453
"417",0.0216869862964739
"418",0.00938303248677686
"419",0.011233485890552
"420",0.00803227949200128
"421",0.00930929178342488
"422",0.0108553552554304
"423",0.0118520610855718
"424",0.0144481903948034
"425",0.0139503736626651
"426",0.0135169424777821
"427",0.0118688558907983
"428",0.0145079260485147
"429",0.0101389005807874
"430",0.00944916985301436
"431",0.0075475886174492
"432",0.00692458036219634
"433",0.00480328729573397
"434",0.00564422985561519
"435",0.00479207798604142
"436",0.00734761169163033
"437",0.00675690202911262
"438",0.00555664523753168
"439",0.0016761842582352
"440",0.00231798075710913
"441",0.00118675451940383
"442",0.00167397984029974
"443",0.00401316760087049
"444",0.00433877157341289
"445",0.00510899323289222
"446",0.00692187024158926
"447",0.00751598411999268
"448",0.00621672025809566
"449",0.00578081941434865
"450",0.00686671825875841
"451",0.0065172339323316
"452",0.00796282867458485
"453",0.00870935234215864
"454",0.00996478841141233
"455",0.00837320010388143
"456",0.0107744437014297
"457",0.0109254144216856
"458",0.0124307149619378
"459",0.0131907220711138
"460",0.0111992967403939
"461",0.0111281929949173
"462",0.0135955367846543
"463",0.0129721274775031
"464",0.0130887768526632
"465",0.0140849901073581
"466",0.0145285852289675
"467",0.0130162951284189
"468",0.0139359959430711
"469",0.0141564967302428
"470",0.0112200329957988
"471",0.0119270378212365
"472",0.0106165449184717
"473",0.0139314086558918
"474",0.0123963601619504
"475",0.0120205119966435
"476",0.0117019247398278
"477",0.00980307815426155
"478",0.00849699396889042
"479",0.00748244935003479
"480",0.00754286602244356
"481",0.00706102082759145
"482",0.00829117722197823
"483",0.00930393558109523
"484",0.0104643028608345
"485",0.00788866843932069
"486",0.00937536698094948
"487",0.0106914702853506
"488",0.012755186739139
"489",0.0139188455951361
"490",0.0108689925959635
"491",0.01200110038347
"492",0.0105368958473043
"493",0.0117148389238933
"494",0.0118592039586259
"495",0.0122765435987688
"496",0.0135088814216437
"497",0.0133441594981392
"498",0.0148617665354829
"499",0.0129273584206414
"500",0.0117334831879872
"501",0.0131291273307833
"502",0.0140592920886588
"503",0.0175229709170927
"504",0.0190145945626166
"505",0.0160281934327708
"506",0.0144032542600591
"507",0.0158674823392776
"508",0.017129413815485
"509",0.0148661531934879
"510",0.0187213953324003
"511",0.0196121327473219
"512",0.0178406649212943
"513",0.01832890959505
"514",0.0161326531937289
"515",0.0159833387278174
"516",0.0151035014507943
"517",0.0130000214270589
"518",0.0155341145162158
"519",0.0195498654338143
"520",0.0184898449630033
"521",0.0148801809860573
"522",0.0140921259198859
"523",0.0155720496008079
"524",0.0136371646959209
"525",0.0132534751603562
"526",0.0111160912806379
"527",0.00979569304291872
"528",0.0110552153171737
"529",0.0120086709653271
"530",0.00944641954382793
"531",0.0111817204090801
"532",0.00839680707495491
"533",0.0101249524415067
"534",0.00847721938145503
"535",0.00955895183721855
"536",0.0108288427942916
"537",0.0148788850715533
"538",0.0128165818084413
"539",0.0155324689864885
"540",0.0135287172611288
"541",0.0124776737167555
"542",0.0129251928331771
"543",0.0132282354182715
"544",0.0139933653889443
"545",0.0119995183644418
"546",0.0134891001340029
"547",0.0128707066731008
"548",0.0141977929241081
"549",0.0153656043833992
"550",0.0141835323263236
"551",0.0125638702609734
"552",0.0116306301348478
"553",0.0118606176988101
"554",0.0117791952807644
"555",0.00999392065561533
"556",0.0134819774822332
"557",0.0050809924125083
"558",-0.000191485026580851
"559",0.00328208468007789
"560",-0.000470046710492874
"561",0.00208984380228567
"562",0.00426505728094577
"563",0.00766246564440103
"564",0.00503605449343901
"565",0.00319747020788073
"566",-0.000662208883522749
"567",-0.000790451876960706
"568",0.00294304589326311
"569",0.00249472085523283
"570",0.0018371849826295
"571",0.00137924684088039
"572",0.0013235950579817
"573",0.00201723443151742
"574",-0.000171455956094062
"575",0.00775683726322066
"576",0.00810585876549631
"577",0.0137639747265396
"578",0.0149711951657578
"579",0.0117185440949894
"580",0.0131558652830635
"581",0.0101831227749549
"582",0.0128111841956003
"583",0.0107067445811276
"584",0.0123481870051551
"585",0.00832684940241321
"586",0.00944066669444178
"587",0.0146535500349714
"588",0.0164957601759315
"589",0.0171442825083693
"590",0.0221923429728637
"591",0.0263479945314161
"592",0.026394707990267
"593",0.026946693077836
"594",0.0276819734074052
"595",0.0246415661703102
"596",0.0308026141182693
"597",0.0309064959771496
"598",0.0281970666051697
"599",0.0273303990833295
"600",0.0270761901849586
"601",0.0277673872264764
"602",0.0312205907235988
"603",0.0281843584891651
"604",0.0268444244169908
"605",0.0301227676026977
"606",0.0252582664566754
"607",0.0201986479921731
"608",0.0145646335541571
"609",0.0103904458545027
"610",0.0133801564221807
"611",0.0105128725360336
"612",0.0159533244625308
"613",0.0115616725980749
"614",0.0111544750942372
"615",0.0161110957614451
"616",0.0163345312529015
"617",0.0172949507228874
"618",0.0196424031693076
"619",0.020076151561054
"620",0.0168102217836343
"621",0.0177590433883429
"622",0.0201890960167299
"623",0.02254520181159
"624",0.0233627213532236
"625",0.0242016829700167
"626",0.0258045115207575
"627",0.0239093750421946
"628",0.0221641723944333
"629",0.0244764024895094
"630",0.0264143044451476
"631",0.0267782668052871
"632",0.0307798954081984
"633",0.0311649859278459
"634",0.026889104660173
"635",0.0273938828956172
"636",0.0364560242855516
"637",0.0380655484118539
"638",0.0366183429221255
"639",0.0352639280096739
"640",0.0376733002308993
"641",0.039945501922816
"642",0.0400636058484174
"643",0.0420716486707205
"644",0.0450824750335809
"645",0.0421353095941254
"646",0.0381288521843495
"647",0.0403837508859314
"648",0.0458522706220252
"649",0.0401416286365275
"650",0.0408702721632738
"651",0.0410708862015813
"652",0.0407954473006637
"653",0.0433418754655811
"654",0.0418557500755493
"655",0.0462682595227272
"656",0.0427726524445501
"657",0.0426438441755126
"658",0.0423027365993438
"659",0.0441530247029473
"660",0.0415705650628354
"661",0.0487986676766621
"662",0.0485947407621779
"663",0.0474987471485211
"664",0.0479985027653545
"665",0.0473599409219436
"666",0.0481837179861111
"667",0.0482176297259963
"668",0.0452274774036635
"669",0.044869711912523
"670",0.0480876535678281
"671",0.0474287849305523
"672",0.0501377442287233
"673",0.0513572928432003
"674",0.0520075547707823
"675",0.0528758146554258
"676",0.0478700313525783
"677",0.0496103790098225
"678",0.0480833443887556
"679",0.0466447379116652
"680",0.0448799628110795
"681",0.0457842998536384
"682",0.0429078196714484
"683",0.0442146714934581
"684",0.0490562104660284
"685",0.0434207339077806
"686",0.0419738541743456
"687",0.0390916747196585
"688",0.039558832747916
"689",0.043434628470485
"690",0.0423519299215671
"691",0.0387023997792285
"692",0.0305556478783794
"693",0.0273390583877235
"694",0.0237161012088237
"695",0.0214946349124472
"696",0.0526871812573752
"697",0.053485742551904
"698",0.0530554316003153
"699",0.0523479736215912
"700",0.0510080129441849
"701",0.0512375531650204
"702",0.0507250141944821
"703",0.0498910291511116
"704",0.0480143962470977
"705",0.0500343299616524
"706",0.0487795951722991
"707",0.046945425496319
"708",0.0498083138125053
"709",0.0516344630763677
"710",0.0518935964979194
"711",0.0524074633104155
"712",0.0520610608004935
"713",0.05281669243932
"714",0.0522914784619431
"715",0.050793824476304
"716",0.0478432335386518
"717",0.0474614752975397
"718",0.0472654074929411
"719",0.0476996184413918
"720",0.0474653688490375
"721",0.0466168388096788
"722",0.0471615602063424
"723",0.049126494069835
"724",0.0464363103899271
"725",0.0482864156138628
"726",0.0495175776715071
"727",0.0489846314838551
"728",0.0499912862445146
"729",0.0497103560967713
"730",0.0499278806548418
"731",0.0506304644042447
"732",0.0517488252121939
"733",0.0526157274880394
"734",0.0500745482741262
"735",0.0501786887733215
"736",0.0507535685282971
"737",0.0529587393721317
"738",0.0526529386516342
"739",0.0542506428833558
"740",0.0545266861775284
"741",0.0556326592975183
"742",0.0555313789743098
"743",0.0543384704684071
"744",0.055025449794443
"745",0.0564622457018888
"746",0.0545306597939409
"747",0.0548081119806597
"748",0.0521177198979396
"749",0.0518805492110884
"750",0.0525704007360867
"751",0.0524662850113756
"752",0.0510952774285944
"753",0.0496294891394649
"754",0.0477027723389259
"755",0.0474684040444827
"756",0.0452205168040693
"757",0.0449223402538972
"758",0.0464028708561074
"759",0.0454929211393676
"760",0.0447623692540631
"761",0.0424064453708798
"762",0.043818176286136
"763",0.0440939422282428
"764",0.0441815719151294
"765",0.0431528238664054
"766",0.0417667026853992
"767",0.042289495118163
"768",0.0419328792375972
"769",0.0418416460963961
"770",0.0443360723589524
"771",0.0436864274502416
"772",0.0430361590376142
"773",0.0423503662136369
"774",0.0432981335928528
"775",0.0444664348078606
"776",0.0444653909963338
"777",0.0444486973035249
"778",0.0458631838299448
"779",0.0457492207670357
"780",0.0450507975773747
"781",0.0455171832140636
"782",0.0473377097398792
"783",0.0454190115312544
"784",0.0458961975684746
"785",0.0460248389538133
"786",0.0475070514174215
"787",0.0480719204512302
"788",0.0452663067706715
"789",0.0453350183983116
"790",0.0450803861149278
"791",0.0448210549353153
"792",0.0447206229988817
"793",0.0456573666207193
"794",0.0459355913451077
"795",0.0485329385315963
"796",0.0497414088234534
"797",0.0499972483242965
"798",0.0492214651192585
"799",0.0516293277757
"800",0.0513822451337408
"801",0.0497511609632843
"802",0.0484284528489179
"803",0.0474393165115519
"804",0.0482702301616517
"805",0.048702556982332
"806",0.0495850366443162
"807",0.050403256042984
"808",0.0521368001156475
"809",0.0527908898771788
"810",0.0541990256518993
"811",0.0552970092435331
"812",0.0522509033627834
"813",0.0521696567486092
"814",0.0529113975706327
"815",0.0534336704713508
"816",0.0524700050112895
"817",0.0521015869934079
"818",0.0533016965575856
"819",0.0541661386215939
"820",0.0551060694462264
"821",0.0544005119534344
"822",0.0512137479696201
"823",0.0489584445142847
"824",0.0480536472020273
"825",0.0496148920743306
"826",0.0495014287925263
"827",0.0487642036903549
"828",0.0498214928239737
"829",0.0507980290720139
"830",0.0500603927673795
"831",0.0503258533080251
"832",0.0503609320835549
"833",0.0485496850017072
"834",0.0480091700293182
"835",0.0145403471784372
"836",0.0155916983217964
"837",0.0150851453667869
"838",0.0202003951847143
"839",0.0184345926208245
"840",0.0194340759280948
"841",0.0202048529993444
"842",0.0170214923675859
"843",0.0118810187004486
"844",0.01217123973736
"845",0.013992087757864
"846",0.0102938883961926
"847",0.00487492480468039
"848",0.0185213423804918
"849",0.0191599803339635
"850",0.0235718834279716
"851",0.0237952079300811
"852",0.0221547275263933
"853",0.0307017632197983
"854",0.0321520003421986
"855",0.0330155807686451
"856",0.0251589889480201
"857",0.021272921120457
"858",0.0238857260237082
"859",0.0238083683259518
"860",0.0235319291798954
"861",0.0199773328953541
"862",0.0152564685597231
"863",0.013307691194625
"864",0.0165224183830509
"865",0.0206185615945855
"866",0.0191477229465758
"867",0.0152000257573077
"868",0.0113264657637548
"869",0.0181024569402985
"870",0.0236520910935228
"871",0.024178332013068
"872",0.0287864854357171
"873",0.0249913671322136
"874",0.0267751832359988
"875",0.0389161283458912
"876",0.0321808647738348
"877",0.0373332279008057
"878",0.0336224875445501
"879",0.0344889972836619
"880",0.0350012812673115
"881",0.0414587934494201
"882",0.0398901318382502
"883",0.0323640025433783
"884",0.0329546089536289
"885",0.0316724432654501
"886",0.0308312663197173
"887",0.0260592887598177
"888",0.0288503780886719
"889",0.0308881165112257
"890",0.029681322197328
"891",0.0314746497518825
"892",0.029857463636997
"893",0.0252713614263701
"894",0.0311720870916259
"895",0.0300634525581181
"896",0.0416567562093054
"897",0.0463297096877508
"898",0.0494640317170049
"899",0.0496284279819208
"900",0.0576375084135455
"901",0.0663737997485572
"902",0.0598984276418029
"903",0.0613216745257411
"904",0.0463213213877346
"905",0.05091516282896
"906",0.0611088474891635
"907",0.0522549537648492
"908",0.0518551155569174
"909",0.0556220923145656
"910",0.0609710220266444
"911",0.0496018892718779
"912",0.0484648309676897
"913",0.0486981131012754
"914",0.0489984189227093
"915",0.0542483203093985
"916",0.0562895360579976
"917",0.0619056641125195
"918",0.0651011131211152
"919",0.0637484219746589
"920",0.0580534187641217
"921",0.0532103192191698
"922",0.0511603092535852
"923",0.0460604408596729
"924",0.0365017904055199
"925",0.04670643704744
"926",0.0490358249650516
"927",0.0477744763222861
"928",0.0593749661623554
"929",0.0493261540994834
"930",0.0499942540985953
"931",0.0498846918315604
"932",0.0524668805506519
"933",0.0473608060518632
"934",0.0351130968419911
"935",0.0294753868414756
"936",0.0283922739502413
"937",0.031151198012534
"938",0.0359741714106999
"939",0.0305592950684366
"940",0.03070480758306
"941",0.0229084753348603
"942",0.0309506603542181
"943",0.024622686000125
"944",0.0295128919203175
"945",0.0125925088956924
"946",0.0142956051482006
"947",0.0123015471710331
"948",0.0135068115723789
"949",0.012458245196556
"950",0.0051934882297854
"951",0.00749752676781407
"952",0.0039862931477529
"953",-0.00425372644031895
"954",-0.011200150473472
"955",-0.00479594081501687
"956",-0.00480363352268177
"957",-0.0143846627923017
"958",-0.0109750503125308
"959",0.00294477487667581
"960",-0.00256488081175413
"961",0.00151173687305355
"962",0.00728812069769039
"963",0.0058669878045227
"964",0.0209316478667974
"965",0.014855465389145
"966",0.0225621091833724
"967",0.0265098359243267
"968",0.028345100052872
"969",0.0257943551371135
"970",0.0188883366239655
"971",0.0177577244035063
"972",0.00933100340119501
"973",0.00555428873998322
"974",0.029282227046435
"975",0.0284374346581575
"976",0.0299891533140662
"977",0.0353422263026698
"978",0.0344164097044221
"979",0.0369715453944297
"980",0.0375694324976491
"981",0.0342654252785194
"982",0.0299175084781547
"983",0.030067647764689
"984",0.0328958511004792
"985",0.0290971366624207
"986",0.0298967465831025
"987",0.0419993044849318
"988",0.0480829750363986
"989",0.0494440935889402
"990",0.0462139731682684
"991",0.0474725646738892
"992",0.0540130607230383
"993",0.0532089954776383
"994",0.0535976042354374
"995",0.0466993340872505
"996",0.045619390538181
"997",0.0465806276565135
"998",0.0432962811313871
"999",0.0425507714635039
"1000",0.0403045790176329
"1001",0.0393595431245239
"1002",0.0374022987348148
"1003",0.0359391881828706
"1004",0.042447095836925
"1005",0.0366096050635364
"1006",0.0357478303690092
"1007",0.0331112300444259
"1008",0.0342769467336308
"1009",0.032984907755915
"1010",0.0303483723628626
"1011",0.0318561610012475
"1012",0.0288457011966624
"1013",0.0273123143754486
"1014",0.0349598332206763
"1015",0.0347976459442855
"1016",0.0376987279694587
"1017",0.0395931427082037
"1018",0.0428327681341094
"1019",0.0476765994817915
"1020",0.0490850836612351
"1021",0.0548198106833553
"1022",0.0515603792444426
"1023",0.053658997146918
"1024",0.0467332987129848
"1025",0.0446532609111258
"1026",0.0384376083212722
"1027",0.0378190436081689
"1028",0.0449503807199668
"1029",0.0453613111742456
"1030",0.046084082227363
"1031",0.0460964857072383
"1032",0.0430318869609224
"1033",0.0492118799782026
"1034",0.0467215441885862
"1035",0.0508953762520153
"1036",0.0506595334166405
"1037",0.0514676278799309
"1038",0.0446861465712033
"1039",0.0500843033549546
"1040",0.0621526194270466
"1041",0.0531064977430798
"1042",0.0531296989583127
"1043",0.0453083513484297
"1044",0.0489339771280095
"1045",0.0548434572224578
"1046",0.0551215348657885
"1047",0.0497143069254999
"1048",0.051467064413841
"1049",0.0510064397928926
"1050",0.0467835208668709
"1051",0.053359429199154
"1052",0.054053306334593
"1053",0.0545329333795766
"1054",0.0589237912435122
"1055",0.0542174077950525
"1056",0.0591943209054436
"1057",0.0661038340485056
"1058",0.0642288797444963
"1059",0.0581242036058633
"1060",0.053952546636982
"1061",0.0464010948733533
"1062",0.0411725838212003
"1063",0.0405994482036945
"1064",0.0448504159083533
"1065",0.0455598759042819
"1066",0.0448429661201466
"1067",0.0534583297464673
"1068",0.0442241089147525
"1069",0.0436466177488746
"1070",0.0454509430012955
"1071",0.0531641050259287
"1072",0.050963117795952
"1073",0.0464620844228953
"1074",0.0467386484440745
"1075",0.0452465657123857
"1076",0.0449412429629846
"1077",0.0530118134385743
"1078",0.0478295490132059
"1079",0.0480913564659063
"1080",0.0399063069524753
"1081",0.0414681363085999
"1082",0.0364484042653306
"1083",0.0383110808039101
"1084",0.02890849258261
"1085",0.0327691822306431
"1086",0.0304388497475181
"1087",0.0310839014182021
"1088",0.036461863603886
"1089",0.0334396669940362
"1090",0.0355332338640703
"1091",0.0349198748281524
"1092",0.036380886062209
"1093",0.0346094579185263
"1094",0.0372224926512357
"1095",0.0387032548486273
"1096",0.0352706495144953
"1097",0.0357993969366617
"1098",0.0409422956900579
"1099",0.0351202517917205
"1100",0.0355854606110056
"1101",0.0344770477686628
"1102",0.0345111084145505
"1103",0.0399538778417367
"1104",0.0316558680140643
"1105",0.0377552126102419
"1106",0.0397696633316681
"1107",0.0403112106040498
"1108",0.0381398883286923
"1109",0.0327718478898405
"1110",0.0269403897377913
"1111",0.0220453068169854
"1112",0.0221552801054835
"1113",0.0211127215078263
"1114",0.018534354626578
"1115",0.0197202145093275
"1116",0.0172213318546615
"1117",0.0192976717667694
"1118",0.0231657282627314
"1119",0.0225340516599909
"1120",0.0214659726392849
"1121",0.0191004917692952
"1122",0.0204009919335872
"1123",0.0215610079290686
"1124",0.0253409938215715
"1125",0.0261562009353964
"1126",0.027506345616081
"1127",0.0254566490882969
"1128",0.0267131314863229
"1129",0.0306846924270289
"1130",0.0279832036538725
"1131",0.0291979939941389
"1132",0.0307391290147706
"1133",0.0298145613383928
"1134",0.0317647161432291
"1135",0.0372936284627535
"1136",0.0404146620586253
"1137",0.0337403883627942
"1138",0.0370077383050744
"1139",0.0345862459117145
"1140",0.0343376599746143
"1141",0.0417856544836957
"1142",0.0443877340633414
"1143",0.0411816487918496
"1144",0.0448976064874065
"1145",0.0494664227622244
"1146",0.054162803714767
"1147",0.0523535587704392
"1148",0.0485548887379631
"1149",0.0448239030747405
"1150",0.0460668341412682
"1151",0.0422659924584859
"1152",0.0447164393980423
"1153",0.0457964619222304
"1154",0.039082574862619
"1155",0.0380083102069762
"1156",0.0403856187629413
"1157",0.041785824010672
"1158",0.0378243888282173
"1159",0.0379798630572763
"1160",0.0361091658165278
